battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,
1713,0,2.5,1,1,0,27 MB,0.9,127,7,3,729,974,2406MB,13,10,20,1,0,yes,48100 MXN,
706,0,0.5,0,13,1,31 GB,0.1,108,3,19,543,938,2419MB,8,7,4,1,0,yes,25000 MXN,
1362,0,0.5,0,3,0,25600 MB,0.8,131,7,9,553,1505,995MB,7,6,18,0,1,1,5000 USD,
1527,0,2.7,0,10,1,61440 MB,0.1,154,5,14,526,1116,2078MB,5,3,11,1,1,1,"USD 37,089",
768,0,0.5,1,0,0,19000 MB,0.9,159,2,1,637,991,1145MB,19,1,7,0,0,1,"$26,100 ",
1314,0,2.9,1,8,1,41 GB,0.1,155,4,12,113,577,626MB,10,4,4,1,1,Yes,"$19,000 ",
705,1,0.5,0,5,1,58368 MB,0.9,155,6,9,1114,1374,1509MB,15,11,18,1,1,yes,8100 USD,
1403,0,2.7,0,2,1,26 MB,0.1,164,5,3,461,1251,3371MB,13,9,9,1,0,1,"$23,089 ",
1486,0,2.6,0,7,0,52 MB,0.1,85,4,15,1430,1747,297MB,13,1,15,0,1,no,"$14,100 ",
781,0,1.1,0,2,0,38912 MB,0.4,198,5,7,304,1674,3508MB,13,8,5,0,0,1,"$4,000 MXN",
986,1,1.5,0,1,1,23552 MB,0.8,183,8,3,471,800,2385MB,16,9,19,1,0,no,EUR 10090,
1310,0,1.4,0,0,0,33 GB,0.4,105,1,14,806,1016,1301MB,13,12,19,0,0,Yes,"$35,099 ",
560,1,2,1,6,1,57GB,0.3,81,3,12,80,1327,2167MB,11,10,7,1,0,yes,40000 USD,
1348,0,1.3,0,0,0,43 GB,0.4,116,5,6,204,501,3914MB,10,3,8,1,0,1,"$41,089 ",
1567,0,0.5,1,3,0,22000 MB,0.5,119,6,6,545,1621,2312MB,9,1,18,1,0,0,"27,089 pesos",
1940,1,0.9,1,4,0,17 MB,0.7,93,5,7,112,858,2297MB,14,6,8,0,1,no,"23,099 pesos",
1979,1,2.9,1,0,1,19000 MB,1,176,3,9,1331,1532,411MB,8,2,2,1,1,1,"$21,099 MXN",
561,1,2.1,1,7,1,2000 MB,0.1,193,3,13,1055,1294,665MB,10,0,4,1,1,0,"USD 25,089",
1717,1,1.3,0,1,0,62000 MB,0.7,130,1,3,609,810,3226MB,6,4,5,0,1,no,"$28,089 MXN",
535,0,1.5,0,1,1,48 GB,0.7,113,1,4,290,811,740MB,11,10,18,1,1,0,"40,099 MXN",
1413,0,0.5,1,4,1,39936 MB,0.1,185,5,12,1039,1318,3878MB,19,16,4,1,0,No,"$43,049 MXN",
1358,0,2.5,1,0,0,20480 MB,0.6,135,7,0,1485,1655,3406MB,5,1,11,0,0,yes,"$39,099 ",
1519,0,2.9,0,2,0,30720 MB,0.7,112,7,8,1122,1702,2440MB,9,5,10,1,1,1,"$35,099 ",
1254,0,1.2,1,2,0,50 GB,0.7,108,5,6,462,1013,3959MB,10,4,17,1,1,0,"$45,049 MXN",
1591,1,2.2,0,3,1,49GB,0.4,154,6,7,1384,1883,3703MB,17,6,20,1,1,0,"$38,000 ",
977,1,2.8,1,2,0,35000 MB,0.6,165,2,15,1502,1862,3714MB,19,3,10,0,1,yes,3100 USD,
1640,1,0.7,0,10,1,21 MB,0.8,169,7,14,589,1301,337MB,16,3,5,1,1,no,28000 MXN,
663,0,0.8,1,0,0,25 MB,0.6,183,2,1,82,1605,3176MB,6,2,2,1,0,1,46000 MXN,
1744,1,1,0,1,1,20 GB,0.5,112,8,3,68,718,1205MB,18,7,14,1,0,no,"$34,099 MXN",
1624,0,1.6,1,8,0,28000 MB,0.4,150,2,10,689,699,2473MB,16,11,2,1,0,0,"$47,000 ",
1108,1,1.3,1,14,1,2GB,0.3,169,7,20,208,1742,1229MB,5,3,4,1,1,no,EUR 15090,
1188,1,1.4,1,0,1,9 GB,0.6,114,2,0,1339,1558,2896MB,12,11,16,1,0,yes,35100 USD,
817,0,1.3,0,0,0,11 MB,0.5,144,3,11,722,766,2039MB,11,6,19,0,1,0,"$13,100 ",
863,0,1.6,1,5,1,6 GB,0.7,133,4,13,717,1799,520MB,10,2,18,1,0,1,"23,089 MXN",
1397,0,2.4,1,5,1,3GB,0.2,121,3,15,433,1658,1378MB,18,15,4,1,1,yes,"$41,099 ",
1108,0,1,0,3,0,49GB,0.7,140,5,12,1298,1666,3254MB,12,0,16,1,0,no,"$17,090 ",
1068,0,2,1,1,1,37 GB,0.9,184,7,13,186,1998,1803MB,5,4,7,1,0,No,"21,049 MXN",
1702,1,2.3,0,12,1,52000 MB,0.5,145,2,15,1397,1491,2501MB,16,12,4,1,0,No,EUR 20000,
808,0,0.5,1,0,0,8GB,0.1,192,4,1,618,1891,3762MB,15,9,12,1,0,1,22100 USD,
1156,0,0.5,0,6,0,62464 MB,0.1,89,7,9,1214,1262,1796MB,16,6,13,0,1,yes,"37,089 MXN",
1271,0,0.5,1,2,0,55296 MB,0.1,159,8,3,613,650,990MB,14,11,6,0,1,1,9100 MXN,
696,0,0.5,0,6,0,51 MB,0.3,197,3,8,649,907,2630MB,18,8,9,0,0,Yes,"24,049 MXN",
1981,1,1.9,1,13,0,45GB,0.3,175,6,18,193,1234,1380MB,10,1,13,0,1,no,"USD 4,089",
614,0,1.7,1,0,1,58 GB,0.2,128,7,2,22,519,3487MB,15,6,11,1,1,yes,"24,099 MXN",
1590,0,0.6,1,0,0,7 MB,0.3,122,3,17,1464,1595,1201MB,12,3,18,1,1,1,"$49,099 ",
1945,0,1.6,0,4,0,21504 MB,0.7,113,3,10,280,895,3015MB,6,1,15,0,0,0,"$14,090 ",
1135,1,2.8,1,9,0,43000 MB,0.4,158,1,11,690,1589,3204MB,18,13,6,1,0,0,"$46,089 ",
1049,0,0.6,1,8,1,2 GB,0.3,172,6,10,39,1564,433MB,10,7,6,1,0,no,"$8,049 ",
1807,1,2.1,0,2,0,49 MB,0.8,125,1,10,337,1384,1906MB,17,13,13,0,1,yes,"$5,049 ",
984,1,0.5,0,13,1,43008 MB,0.8,98,7,17,1036,1611,898MB,16,8,13,1,1,0,5000 MXN,
720,1,1.4,1,0,1,61 MB,0.6,96,7,8,1347,1733,2799MB,5,3,15,1,0,yes,"USD 23,099",
1536,0,0.8,0,12,0,13 GB,0.3,105,7,20,22,1634,2020MB,6,0,16,1,1,no,"$45,049 MXN",
771,1,0.5,0,3,0,25000 MB,1,86,4,6,327,922,770MB,12,1,20,0,1,0,37000 MXN,
503,0,2.5,0,3,0,57 GB,0.6,185,6,11,778,1291,305MB,11,8,16,0,0,Yes,EUR 43100,
675,0,2.4,0,1,0,42 MB,0.6,187,7,2,482,874,2953MB,9,5,13,1,1,no,"43,049 MXN",
1936,1,1.9,1,13,1,34000 MB,0.2,182,7,14,591,1089,1671MB,6,1,9,1,0,yes,"$22,089 MXN",
1303,0,1,1,0,1,15GB,0.1,138,3,10,229,1604,2574MB,12,4,14,1,1,1,"$7,000 ",
1004,1,2.9,1,0,0,35840 MB,0.2,141,6,9,901,1162,3772MB,17,8,18,0,1,1,"$49,000 ",
1972,0,1.2,1,0,0,37 GB,0.7,102,2,1,715,1648,2870MB,16,0,17,0,0,0,"$28,049 MXN",
1822,0,1.2,0,0,0,8 MB,0.2,195,6,0,172,910,2577MB,9,5,8,1,1,0,"$27,099 ",
1159,1,2.8,0,5,1,18000 MB,0.5,83,1,7,681,723,2246MB,8,1,3,1,1,0,"$49,089 MXN",
1782,1,2.8,1,6,1,58 MB,0.8,157,1,13,867,999,2405MB,15,0,16,1,0,yes,"2,089 pesos",
894,0,2.1,1,16,0,16384 MB,0.7,168,8,20,286,1300,3377MB,5,1,6,1,1,1,40000 USD,
1884,0,2.1,1,7,1,44032 MB,0.8,185,1,18,451,819,3619MB,14,8,7,1,1,1,"$20,100 ",
1648,1,0.5,0,1,1,17GB,0.9,142,2,3,1119,1238,1184MB,6,2,2,1,0,yes,"$35,099 ",
798,0,2.4,0,5,0,4 GB,0.2,96,3,9,526,643,2965MB,15,7,14,1,1,0,"34,099 MXN",
802,1,2.4,1,1,0,45 GB,0.8,157,3,9,1299,1633,3713MB,8,3,8,0,0,No,14000 USD,
1276,1,2.9,1,2,0,53 GB,0.3,130,2,3,217,735,3798MB,19,10,8,1,1,1,"12,099 MXN",
1331,1,1.6,0,0,0,16000 MB,0.5,165,2,7,1109,1226,1026MB,13,5,20,1,0,1,"$47,049 MXN",
1620,0,2.6,1,6,0,5 GB,0.9,186,6,18,434,1339,1086MB,18,14,13,1,0,0,"49,089 MXN",
1996,0,2.5,0,5,1,52224 MB,0.4,122,4,9,671,1445,2236MB,8,7,12,1,0,yes,"$38,049 ",
1092,0,2.7,1,8,0,45000 MB,0.8,185,1,10,1404,1424,1303MB,12,3,20,0,1,1,41100 MXN,
1018,1,0.7,1,7,0,63GB,0.1,155,5,18,856,883,3048MB,10,3,2,0,0,1,"USD 34,089",
545,0,0.5,0,0,1,11 GB,0.3,131,3,1,381,1452,616MB,15,6,19,1,1,yes,"$27,000 ",
554,1,1.3,0,0,0,12GB,0.1,105,6,10,85,806,3764MB,10,7,4,0,1,yes,10100 USD,
1264,0,2.9,1,2,1,34 MB,0.2,171,3,3,562,849,419MB,7,4,3,1,1,1,"17,000 MXN",
1030,0,1.6,1,3,1,58 GB,0.2,138,6,20,1111,1812,2858MB,6,2,18,1,1,1,EUR 26000,
1432,1,1.7,1,6,1,39936 MB,0.3,164,4,18,209,947,504MB,14,4,10,1,1,0,50100 USD,
558,1,2.8,0,1,1,50176 MB,0.8,142,5,4,997,1605,392MB,10,5,8,1,1,yes,"21,000 MXN",
829,0,0.5,0,0,0,56 MB,0.6,129,7,1,91,1916,820MB,12,6,11,1,0,1,"$43,089 ",
1741,1,1.8,0,0,0,14 GB,0.7,143,8,0,730,1895,3387MB,11,3,3,1,0,no,EUR 5000,
1849,1,2.3,0,7,1,15GB,0.4,144,5,19,606,1123,3447MB,14,11,19,1,0,1,21000 MXN,
733,0,2.1,0,5,1,7 GB,0.2,174,7,10,445,1409,1403MB,15,8,2,1,1,no,"USD 45,089",
1872,1,0.9,1,0,0,16384 MB,0.5,80,2,2,286,1484,2295MB,15,11,16,0,0,Yes,42100 USD,
1853,0,0.5,1,1,0,27000 MB,0.3,197,6,13,985,1005,1973MB,10,2,8,1,0,1,"$41,049 ",
1149,1,2.2,0,4,0,30720 MB,0.2,106,6,5,1617,1675,3755MB,17,14,8,1,0,no,"$10,099 ",
891,0,0.5,1,9,1,25 MB,0.3,196,2,19,375,1724,2073MB,7,1,10,1,0,Yes,31100 MXN,
1911,1,2,0,7,1,65536 MB,0.6,163,8,8,1795,1958,3872MB,9,8,11,1,1,No,"$46,100 ",
550,1,0.5,0,16,1,23GB,0.1,145,2,17,486,1930,302MB,18,5,8,1,0,0,"$44,049 ",
576,0,0.8,0,0,1,27GB,0.1,121,2,4,757,1518,1519MB,18,6,8,1,0,1,"$45,000 ",
1760,0,1.9,0,1,1,51200 MB,0.8,198,1,2,273,1704,2549MB,10,8,4,1,1,No,"USD 30,089",
969,0,2.4,0,0,0,46080 MB,0.3,124,7,0,491,589,404MB,18,5,19,1,0,yes,"$38,000 MXN",
1160,0,1.1,0,1,1,64512 MB,0.7,166,3,2,762,859,595MB,18,4,15,1,0,1,"37,049 pesos",
827,0,1.1,1,2,1,18 GB,0.9,160,2,16,448,821,1663MB,14,0,17,1,1,yes,"$36,049 ",
1786,0,0.5,0,9,1,58000 MB,0.7,161,7,10,231,1671,2764MB,9,3,7,1,1,1,"USD 22,099",
774,1,0.6,1,2,1,8 GB,0.4,136,1,4,1713,1865,2614MB,7,0,14,1,1,1,"45,049 pesos",
819,1,2.5,1,0,1,11264 MB,0.2,83,8,1,438,822,1094MB,10,5,15,1,0,no,"$33,000 ",
1042,0,2.2,0,15,1,11GB,0.6,139,5,16,68,1018,2826MB,18,0,2,1,0,no,EUR 30000,
1368,0,3,1,10,0,50000 MB,0.2,97,7,18,698,829,2496MB,13,6,5,0,1,1,EUR 10100,
1592,0,2.1,0,6,1,51200 MB,0.1,181,2,17,510,522,2103MB,19,8,7,1,0,no,"$38,000 ",
1067,0,1.8,1,11,0,14 GB,0.2,146,1,15,965,1009,966MB,5,0,13,0,0,Yes,"$31,089 MXN",
1892,1,0.7,0,5,0,48128 MB,0.4,110,4,10,1399,1564,2172MB,17,14,3,1,1,yes,"$27,089 MXN",
915,0,1.1,0,6,0,57344 MB,0.6,187,8,17,532,1448,905MB,19,10,12,0,1,0,"49,049 pesos",
774,1,2.8,0,7,1,55000 MB,0.9,124,3,18,8,896,3916MB,8,1,12,1,1,0,6000 MXN,
1848,1,1.4,1,2,1,43008 MB,0.7,179,2,10,154,605,3902MB,11,9,3,1,0,1,"$24,000 ",
1501,0,1.1,0,12,1,2000 MB,0.2,187,1,15,198,1056,2487MB,13,12,16,1,1,yes,EUR 5000,
1614,0,1.9,0,8,1,55GB,0.3,188,3,17,860,1330,3914MB,17,13,13,1,0,No,4100 MXN,
911,1,2.9,0,0,0,46GB,0.1,181,5,1,461,670,363MB,9,5,17,0,1,0,13000 MXN,
1520,0,0.5,0,1,1,24000 MB,0.7,199,5,8,109,1909,3233MB,13,3,4,1,0,1,EUR 25100,
1647,0,1.4,1,3,1,38GB,0.3,102,6,15,193,1185,2532MB,16,14,15,1,0,Yes,"USD 26,099",
1347,0,0.9,1,8,1,53 MB,0.8,108,6,15,961,1008,3836MB,15,3,14,1,0,1,45000 USD,
967,1,1.6,0,4,0,25 GB,0.6,92,8,9,243,1642,3076MB,7,4,18,0,1,yes,"$9,000 ",
1442,0,2.2,0,0,1,56 GB,0.7,145,5,3,1626,1668,1513MB,11,8,7,1,1,No,"$27,049 ",
1204,1,2.6,0,0,0,10240 MB,0.3,199,7,3,480,1482,1724MB,11,2,19,1,0,0,"2,000 MXN",
1320,0,2.1,1,0,1,41984 MB,0.6,144,7,2,123,1229,542MB,11,1,14,1,1,0,"$31,100 ",
1800,1,0.7,0,2,1,8GB,0.4,100,7,6,400,823,3481MB,10,8,8,1,0,yes,"$26,049 ",
1567,0,2.1,1,3,0,22GB,0.8,153,3,19,190,1326,3991MB,15,2,10,1,0,0,"$31,089 ",
1439,0,0.9,0,12,1,20 MB,0.8,147,1,17,626,932,1790MB,19,12,15,1,0,yes,"USD 19,049",
1422,0,1,0,15,0,3 GB,0.1,112,1,17,1,926,509MB,19,1,3,1,1,yes,"4,099 pesos",
1591,1,2.2,1,4,1,53248 MB,1,161,3,16,548,1641,282MB,10,9,14,1,1,Yes,"$3,049 ",
880,0,1.7,0,2,0,6144 MB,0.6,198,4,19,632,660,3006MB,6,4,3,1,0,no,"6,000 pesos",
1929,1,0.5,1,0,1,19 GB,1,163,6,2,349,1051,1913MB,12,7,6,1,1,0,"4,099 pesos",
1642,1,1.6,1,0,0,5 MB,0.4,102,5,2,1686,1889,1333MB,18,0,2,0,0,Yes,"$45,000 ",
1511,0,2.5,1,3,0,21 GB,0.2,114,3,18,1455,1982,3746MB,10,0,5,1,0,0,49000 MXN,
1312,0,1.3,0,5,1,10240 MB,0.6,163,2,9,95,893,3941MB,6,2,13,1,1,1,"$30,000 ",
1852,0,1.4,0,4,1,10000 MB,0.7,196,1,18,580,1163,3970MB,13,1,11,1,0,yes,"$15,000 ",
972,1,1.3,0,8,0,45056 MB,0.7,82,7,10,297,589,3925MB,7,6,7,0,1,0,"$34,089 ",
691,1,2.7,1,4,1,33 MB,0.9,108,4,8,951,962,424MB,5,3,15,1,1,1,"48,089 pesos",
807,0,0.5,0,9,0,8GB,0.3,158,5,20,667,697,1284MB,17,13,2,0,1,yes,"$40,089 ",
1113,0,0.6,1,0,0,25GB,0.3,145,1,10,1047,1312,277MB,11,2,12,1,0,1,"$21,000 ",
721,1,1.3,1,10,0,16384 MB,0.9,125,1,18,408,1862,1713MB,10,3,4,0,1,1,"16,099 MXN",
1188,1,1.5,1,0,0,55296 MB,0.3,198,6,2,1150,1469,485MB,12,7,7,0,1,0,"$19,000 ",
1512,1,0.5,0,1,0,52 GB,0.1,131,1,14,333,952,3002MB,6,5,7,0,0,yes,39000 MXN,
805,1,0.7,0,0,0,65536 MB,0.1,97,4,14,641,704,418MB,11,6,17,0,1,yes,"$37,099 MXN",
918,0,0.9,1,1,0,8 GB,0.1,123,7,5,653,671,1652MB,17,4,14,1,1,0,"$24,100 ",
1320,0,0.5,1,7,0,48000 MB,0.2,168,5,16,103,1583,2893MB,8,5,9,0,0,yes,22100 MXN,
1236,0,0.9,1,2,1,58368 MB,0.1,188,1,14,517,809,1406MB,14,12,20,1,0,yes,11100 MXN,
1387,0,0.5,0,0,1,62464 MB,0.5,98,3,0,785,1151,629MB,5,3,11,1,1,0,"$13,099 ",
1883,1,2.7,1,6,1,30000 MB,0.5,95,2,10,531,791,3724MB,16,15,20,1,1,yes,"$16,089 ",
839,0,2,1,0,0,14 MB,0.4,175,7,3,564,1391,3835MB,15,8,11,1,0,0,"$31,000 ",
1593,1,1,0,0,1,53248 MB,0.7,130,8,0,761,1336,1354MB,15,13,13,1,1,yes,"$28,100 ",
1722,1,1,0,7,0,25600 MB,0.8,88,6,19,1179,1638,2376MB,5,1,19,0,0,1,35000 MXN,
1954,0,0.6,1,8,0,7 GB,0.9,126,3,9,673,690,3438MB,17,12,13,1,0,no,"$17,089 ",
1788,1,0.5,1,15,1,2048 MB,0.3,150,6,20,472,1073,2655MB,12,2,4,1,0,yes,EUR 23000,
1628,0,0.5,0,5,1,33 GB,0.9,101,6,8,412,643,3361MB,16,10,13,1,0,No,"$25,000 ",
1965,0,0.5,0,6,1,4 GB,1,84,7,9,977,1660,3535MB,17,0,16,1,1,1,"$48,049 MXN",
833,1,2.2,0,4,0,27 GB,0.9,124,1,6,359,1395,2150MB,9,5,7,0,1,1,"19,099 pesos",
571,0,0.6,0,1,1,43 GB,0.5,141,3,8,224,783,2587MB,7,5,18,1,0,0,"USD 40,000",
1808,1,0.5,1,1,0,31744 MB,0.5,92,2,16,714,1208,2736MB,9,1,8,0,0,yes,EUR 14000,
1860,0,0.5,1,2,1,55GB,0.7,83,6,3,195,799,676MB,15,0,4,1,0,1,"15,089 MXN",
1368,1,1.6,1,4,0,9000 MB,0.1,115,7,7,843,1145,2941MB,13,12,17,0,1,no,"$2,049 ",
1161,0,1.3,1,0,1,21 GB,0.6,126,8,12,308,1169,3336MB,6,4,14,1,0,yes,EUR 49000,
1224,1,1.6,0,9,0,33792 MB,1,157,1,18,522,563,3796MB,10,5,13,1,1,no,17000 MXN,
902,1,0.6,1,0,0,64512 MB,0.7,122,5,14,364,1360,3654MB,18,8,15,0,1,1,"17,089 MXN",
787,1,0.5,0,15,0,11 GB,0.6,93,1,16,806,1423,2934MB,8,6,14,1,0,yes,"$26,100 ",
854,0,0.5,0,2,0,30000 MB,0.5,125,8,5,518,1152,2889MB,5,2,11,0,0,yes,"43,089 MXN",
1184,0,1.5,1,1,1,48 MB,0.6,191,1,6,519,1577,3315MB,17,7,14,1,1,yes,"$18,090 ",
1973,0,1.6,1,5,1,39936 MB,0.8,152,4,6,792,1181,1993MB,9,0,5,1,0,No,"USD 33,099",
510,0,1.7,1,3,0,35000 MB,0.8,120,3,6,382,1228,2509MB,17,2,11,0,1,Yes,48100 USD,
966,0,2,0,8,1,34 MB,0.5,118,2,10,214,1523,3534MB,18,17,11,1,1,yes,15100 USD,
1438,1,1.8,0,3,0,16 MB,0.6,169,8,7,859,867,2246MB,14,11,15,0,0,0,"28,000 pesos",
1986,0,0.5,0,7,0,52224 MB,0.4,95,3,9,342,774,3165MB,5,0,13,1,0,0,"$16,049 MXN",
1907,0,2,0,13,0,55 MB,0.9,105,7,15,713,1513,286MB,14,4,17,1,0,Yes,"18,099 MXN",
1489,0,2.4,1,8,0,32000 MB,0.6,200,1,16,172,812,776MB,7,6,8,0,0,no,11000 USD,
1843,1,1.8,1,13,1,16 MB,0.7,134,6,18,118,580,3213MB,15,14,15,1,1,0,"16,099 pesos",
825,1,1.5,0,11,0,38000 MB,0.4,94,3,18,540,783,716MB,11,4,14,0,1,0,"$17,100 ",
1286,1,2.3,0,10,1,16000 MB,0.1,98,2,18,18,662,424MB,10,5,4,1,1,0,"43,089 MXN",
840,0,0.6,0,0,1,63 MB,0.8,137,7,19,987,1081,3486MB,12,8,18,1,1,0,EUR 50100,
757,0,2.3,1,5,1,58000 MB,0.2,163,4,7,535,697,3237MB,19,12,9,1,0,1,31000 USD,
814,1,1.1,1,2,0,41 GB,0.8,177,2,10,1092,1406,1944MB,16,6,12,1,0,no,"$12,000 ",
1195,1,1.1,1,2,1,8000 MB,0.9,80,6,6,327,1001,643MB,14,2,19,1,0,0,"$33,000 ",
767,0,0.8,0,7,1,10 MB,0.5,107,4,12,517,1995,2317MB,6,0,12,1,1,Yes,"$43,000 ",
1068,0,1.3,0,6,1,52 GB,0.1,97,8,7,994,1500,1436MB,16,1,15,1,0,no,"$4,000 MXN",
994,1,2.8,1,0,0,56 MB,0.5,173,3,3,491,530,3190MB,5,2,20,1,1,1,50000 MXN,
1550,1,2.5,0,6,0,21 GB,0.8,133,2,11,268,832,2338MB,16,1,15,0,1,no,"USD 10,049",
1878,1,0.5,0,9,0,29 GB,0.6,85,8,19,210,1026,1334MB,18,7,2,0,0,0,"$47,049 MXN",
623,0,2,0,2,0,6000 MB,0.1,127,3,4,144,672,3657MB,17,3,19,1,1,no,15100 USD,
1829,1,0.5,0,0,1,15000 MB,0.4,160,5,7,729,1267,2080MB,16,11,12,1,0,yes,EUR 5100,
525,0,2.4,1,11,0,35 GB,0.8,190,7,20,82,670,1609MB,16,11,3,0,0,0,"$3,000 ",
1065,1,0.5,0,0,1,14000 MB,0.7,89,2,2,188,928,3078MB,10,1,18,1,0,Yes,"$37,099 MXN",
1425,0,1.2,0,9,1,35840 MB,0.7,127,8,14,150,1897,590MB,13,2,6,1,1,1,"$3,090 ",
1296,0,1.4,1,3,0,11000 MB,0.2,129,7,4,1222,1382,2552MB,19,8,10,1,1,Yes,"$20,000 ",
642,0,2.8,0,3,0,34 MB,0.8,197,2,15,331,1011,3355MB,12,5,13,0,0,0,"$46,099 ",
1664,1,2.9,1,9,1,15360 MB,0.5,177,7,19,1178,1929,1968MB,12,7,9,1,0,no,"$8,000 ",
1498,1,0.7,0,3,1,8000 MB,0.1,170,7,4,347,1076,3358MB,7,3,19,1,0,0,"$11,049 ",
981,1,1.9,1,0,0,2 MB,0.1,136,3,7,75,688,1539MB,19,12,19,0,0,No,41100 USD,
1236,1,2.8,0,6,1,32 GB,0.3,143,4,18,492,1403,942MB,16,12,14,1,1,yes,"USD 19,099",
1673,0,2.8,1,7,0,9GB,0.1,187,3,10,65,734,3669MB,9,1,10,1,0,yes,EUR 25100,
712,1,1.6,0,6,1,9GB,0.8,172,2,14,881,1234,3612MB,13,5,4,1,0,No,"$38,049 ",
569,1,0.5,1,10,1,4000 MB,0.8,170,3,19,351,1159,2351MB,8,7,10,1,1,0,"$21,000 MXN",
603,1,0.7,1,0,1,65536 MB,0.2,156,6,0,1842,1968,604MB,10,4,8,1,1,yes,7100 MXN,
1332,0,0.8,1,2,0,11 GB,0.5,187,2,4,758,1165,1285MB,5,0,9,1,1,no,"$26,099 MXN",
1413,0,0.6,0,0,1,13 GB,0.1,128,1,0,1323,1481,515MB,5,0,18,1,1,0,"$42,000 ",
1064,0,2.9,1,1,1,34816 MB,0.2,184,6,13,1175,1569,654MB,16,13,6,1,0,no,7100 MXN,
1444,0,0.6,0,2,0,49152 MB,0.5,82,5,17,1092,1554,2540MB,17,2,15,1,1,1,"43,089 pesos",
1366,1,1.7,1,5,1,54272 MB,0.2,161,5,9,647,1876,3869MB,17,5,14,1,0,1,"$8,000 ",
906,0,2.1,1,7,0,18 MB,0.1,136,2,11,1102,1793,3412MB,13,8,16,1,0,No,"15,099 MXN",
1554,0,2.7,1,3,1,47000 MB,0.7,185,5,12,319,1367,509MB,12,3,19,1,0,no,"4,000 MXN",
1187,0,2.3,0,0,1,21 MB,0.2,122,6,6,215,1125,2547MB,10,3,5,1,1,0,"$36,000 ",
1156,1,2.7,1,1,1,30GB,0.9,173,3,16,945,1913,2735MB,16,15,13,1,0,yes,"$22,000 ",
1918,0,2.8,0,1,0,22 GB,0.3,139,1,5,381,1203,1369MB,9,6,6,0,1,1,39000 MXN,
841,1,0.5,1,8,0,39 GB,0.1,199,6,13,546,828,2942MB,11,5,16,0,1,1,"$6,089 ",
730,1,1.3,1,6,0,6000 MB,0.9,167,7,10,1096,1155,2812MB,10,1,17,0,0,0,"38,049 pesos",
878,1,1.3,0,13,1,31GB,0.5,153,4,18,575,618,3497MB,9,7,11,1,1,No,26100 MXN,
1059,0,0.5,1,0,0,50000 MB,0.7,182,8,1,519,1545,619MB,5,3,18,0,1,yes,"USD 50,049",
1578,0,2.9,0,8,0,3 MB,0.9,200,1,20,342,670,3483MB,17,4,16,1,0,no,"$34,089 MXN",
1829,0,1.7,0,0,0,36000 MB,0.8,112,5,1,291,563,1475MB,11,4,7,0,0,0,"$8,099 ",
1132,0,1,0,0,0,8 GB,0.1,157,1,4,1091,1293,1950MB,11,2,6,0,1,yes,"6,089 pesos",
1652,0,0.6,1,4,1,40960 MB,1,198,7,6,352,1084,3592MB,7,6,6,1,0,no,41100 USD,
912,0,0.5,1,0,0,58GB,0.3,107,5,1,165,1723,3573MB,17,3,20,1,1,No,EUR 3090,
1181,0,2.3,0,12,1,61 GB,0.6,116,2,16,385,831,2020MB,6,0,18,1,1,0,33000 USD,
1497,1,0.7,0,5,0,32768 MB,0.7,92,3,9,1920,1933,1329MB,6,1,7,1,1,0,37100 MXN,
1790,1,2.3,1,3,1,49000 MB,0.5,100,3,11,396,1980,3568MB,6,2,18,1,0,yes,"USD 13,099",
1742,1,1.6,0,3,0,49 MB,0.8,100,1,9,1134,1469,1947MB,5,4,6,1,0,yes,"$41,089 ",
1549,1,0.5,0,4,0,8000 MB,0.4,158,5,7,721,1514,1998MB,12,7,15,1,1,No,"USD 47,000",
1372,1,2.7,0,7,0,34816 MB,0.4,193,4,17,687,937,725MB,11,3,20,1,0,no,19000 MXN,
1112,0,0.5,0,0,1,12000 MB,0.9,190,4,6,777,1119,3302MB,11,0,20,1,1,1,47000 MXN,
1005,0,0.5,0,0,0,46GB,0.4,133,8,17,176,1556,3884MB,17,0,20,0,1,1,"USD 22,089",
783,1,1.7,1,9,1,27000 MB,0.3,150,6,11,458,1263,1185MB,15,4,6,1,1,yes,"7,000 MXN",
1698,0,2.5,0,10,1,26 GB,0.4,105,2,18,485,1819,1656MB,5,3,17,1,0,1,"30,089 MXN",
899,1,2.7,0,3,1,53 GB,0.3,192,4,11,641,1638,2870MB,19,16,10,1,0,1,"USD 8,049",
1062,0,1.5,0,3,0,45 GB,0.2,151,3,4,798,1435,911MB,14,2,9,0,0,0,EUR 13100,
989,1,2,0,4,0,17408 MB,0.2,166,3,19,256,1394,3892MB,18,7,19,1,1,0,"USD 37,099",
1983,1,1.2,1,6,1,27 MB,0.6,125,1,11,370,1197,3897MB,12,10,10,1,1,yes,3000 USD,
1800,1,3,0,5,0,54272 MB,0.3,87,1,12,191,1108,656MB,14,10,18,0,0,yes,"37,000 pesos",
1254,0,1.7,0,0,1,46080 MB,0.4,146,3,3,1571,1956,606MB,7,2,2,1,1,yes,40100 MXN,
868,0,1.7,0,0,0,30000 MB,0.8,83,4,0,276,1026,1653MB,11,7,17,1,0,no,2100 MXN,
1205,0,0.5,1,3,0,12288 MB,0.6,175,4,6,573,614,860MB,14,1,14,1,0,yes,"$26,000 ",
