battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
574.0,0,2.8,1,16.0,0,38.0,0.1,90.0,6.0,17.0,286.0,1171.0,3.0,8.0,7.0,10.0,0,1,0,11.0
1271.0,1,0.5,0,12.0,0,32.0,0.1,113.0,7.0,15.0,1350.0,1949.0,2.0,15.0,14.0,14.0,0,0,1,1.0
1170.0,1,1.2,0,4.0,0,30.0,0.4,83.0,8.0,15.0,27.0,1722.0,1.0,6.0,4.0,8.0,1,1,0,12.1
1269.0,1,1.3,0,14.0,0,53.0,0.8,118.0,2.0,15.0,1597.0,1920.0,2.0,18.0,5.0,5.0,0,0,0,28.0
1288.0,0,2.8,1,15.0,0,50.0,0.1,121.0,2.0,20.0,1177.0,1809.0,3.0,17.0,6.0,2.0,0,0,0,12.1
1366.0,1,0.7,1,5.6,1,34.0,0.1,150.0,2.0,9.0,402.0,964.0,3.0,13.0,11.0,3.0,1,0,0,1.0
1572.0,1,0.8,1,7.0,1,8.0,0.8,169.0,5.0,8.0,577.0,1237.0,3.0,6.0,3.0,10.0,1,1,1,2.0
1627.0,0,0.9,1,9.0,1,32.0,0.1,180.0,6.0,16.0,52.0,1082.0,3.0,12.0,6.0,16.0,1,1,0,1.0
1701.0,1,0.5,0,13.0,1,46.0,0.9,115.0,2.0,15.0,364.0,828.0,3.0,11.0,6.3,10.0,1,1,0,2.0
1900.0,1,0.5,1,5.6,1,55.0,0.9,171.0,1.0,1.0,934.0,1241.0,3.0,15.0,5.0,18.0,1,0,1,2.0
1974.0,0,1.0,0,4.0,0,24.0,0.3,80.0,7.0,13.0,250.0,545.0,2.0,7.0,4.0,6.0,1,0,1,2.0
1197.0,1,0.5,1,9.0,0,20.0,0.1,129.0,5.0,10.0,214.0,1710.0,2.0,19.0,7.0,14.0,1,1,1,1.0
587.0,1,2.3,1,4.0,0,6.0,0.7,170.0,1.0,16.0,612.0,1793.0,2.0,9.0,2.0,14.0,1,1,0,1.0
934.0,0,1.1,0,7.0,0,24.0,0.8,112.0,5.0,12.0,1111.0,1463.0,1.0,12.0,7.0,9.0,0,0,1,1.0
1195.0,0,2.0,1,1.0,1,23.0,0.1,82.0,4.0,9.0,163.0,1100.0,2.0,13.0,9.0,17.0,1,0,0,1.0
1853.0,1,1.0,0,2.0,0,23.0,0.4,92.0,1.0,15.0,202.0,1951.0,2.0,14.0,4.0,17.0,1,0,0,24.0
1164.0,0,1.0,0,4.0,1,19.0,0.9,95.0,8.0,18.0,729.0,1704.0,3.0,15.0,3.0,3.0,1,0,1,12.1
1512.0,1,0.5,0,8.0,1,18.0,0.1,88.0,3.0,17.0,1079.0,1897.0,3.0,12.0,10.0,6.0,1,1,1,2.0
1232.0,0,2.9,1,1.0,1,24.0,0.3,169.0,5.0,17.0,361.0,809.0,1.0,16.0,10.0,16.0,1,0,0,12.1
1813.0,1,0.6,1,5.6,1,5.0,0.2,198.0,3.0,8.0,338.0,1306.0,2.0,9.0,3.0,14.0,1,1,0,26.0
946.0,1,2.6,1,17.0,0,5.0,0.1,166.0,3.0,20.0,1698.0,1771.0,3.0,15.0,7.0,4.0,0,1,0,2.0
739.0,1,2.3,1,2.0,1,58.0,0.1,88.0,3.0,4.0,1052.0,1536.0,2.0,7.0,6.0,6.0,1,0,1,11.0
704.0,1,2.7,0,8.0,1,29.0,0.2,80.0,1.0,10.0,1108.0,1509.0,1.0,9.0,3.0,10.0,1,1,1,12.1
1663.0,1,0.5,0,5.6,0,40.0,0.6,147.0,4.0,15.0,951.0,1545.0,1.0,8.0,5.0,15.0,1,0,0,12.1
1966.0,1,1.4,1,2.0,0,32.3,0.9,185.0,8.0,18.0,1197.0,1987.0,1.0,11.0,2.0,20.0,0,1,0,1.0
1219.0,0,1.0,1,5.6,0,17.0,0.7,196.0,5.0,4.0,473.0,1022.0,2.0,11.0,3.0,6.0,0,1,1,1.0
612.0,1,0.7,0,6.0,0,35.0,0.6,181.0,5.0,12.0,1294.0,1337.0,3.0,14.0,9.0,6.0,0,0,0,12.1
1658.0,1,1.4,0,5.6,1,39.0,0.7,182.0,1.0,5.0,410.0,522.0,3.0,10.0,1.0,15.0,1,0,1,24.0
1263.0,0,0.5,0,12.0,0,65.0,0.3,175.0,5.0,18.0,178.0,1883.0,1.0,14.0,3.0,17.0,0,0,1,19.0
1395.0,1,2.8,0,5.6,1,56.0,0.6,118.0,3.0,1.0,782.0,1787.0,3.0,11.0,2.0,16.0,1,1,0,33.0
621.0,1,2.7,1,5.6,0,54.0,0.1,151.0,4.0,20.0,434.0,910.0,2.0,6.0,1.0,5.0,1,1,1,1.0
652.0,0,0.5,1,1.0,0,58.0,0.6,142.0,3.0,2.0,464.0,781.0,2.0,18.0,12.0,9.0,0,0,1,33.0
1175.0,0,0.6,0,10.0,0,25.0,0.1,145.0,2.0,12.0,137.0,1501.0,3.0,9.0,4.0,12.0,1,0,0,35.0
561.0,1,1.0,0,5.6,0,11.0,0.1,163.0,8.0,10.0,492.0,1176.0,3.0,16.0,2.0,5.0,1,1,1,48.0
1137.0,0,2.2,0,6.0,1,3.0,0.9,173.0,5.0,7.0,1250.0,1285.0,2.0,15.0,14.0,17.0,1,0,0,1.0
1835.0,1,2.3,0,4.0,1,11.0,0.1,193.0,7.0,13.0,385.0,583.0,2.0,18.0,17.0,14.0,1,0,0,20.0
1170.0,0,2.9,1,2.0,0,32.3,0.4,169.0,6.0,5.0,427.0,684.0,2.0,16.0,8.0,2.0,1,1,1,12.1
1595.0,1,0.8,1,5.6,1,32.3,0.7,85.0,4.0,20.0,1024.0,1838.0,3.0,14.0,10.0,9.0,1,0,1,1.0
1719.0,1,2.0,0,5.6,0,12.0,0.3,122.0,8.0,7.0,240.0,904.0,2.0,6.0,3.0,5.0,0,0,0,2.0
1770.0,0,2.3,1,5.6,0,7.0,0.8,128.0,7.0,6.0,886.0,1552.0,1.0,6.0,1.0,17.0,1,0,0,46.0
1312.0,0,0.5,1,5.6,1,32.3,0.8,163.0,2.0,10.4,1233.0,1854.0,1.0,17.0,16.0,14.0,1,0,0,30.0
1878.0,0,1.5,1,5.0,1,57.0,0.3,139.0,5.0,13.0,183.0,559.0,2.0,8.0,2.0,3.0,1,1,1,2.0
1871.0,1,2.0,0,7.0,1,20.0,0.1,81.0,7.0,14.0,88.0,1682.0,2.0,13.0,12.0,12.0,1,1,1,42.0
922.0,0,1.5,1,1.0,1,35.0,0.9,188.0,7.0,15.0,1016.0,1383.0,1.0,19.0,6.0,4.0,1,1,1,44.0
1975.0,1,1.5,0,6.0,1,16.0,0.9,128.0,8.0,11.0,80.0,655.0,2.0,5.0,4.0,13.0,1,1,0,1.0
1212.0,0,2.6,0,1.0,1,46.0,0.3,102.0,4.0,8.0,611.0,1715.0,2.0,14.0,3.0,4.0,1,1,1,12.1
1430.0,1,0.9,0,3.0,0,56.0,0.1,179.0,3.0,5.0,569.0,906.0,2.0,17.0,8.0,17.0,0,0,1,12.1
1958.0,1,1.9,1,5.6,0,4.0,0.2,190.0,2.0,3.0,304.0,637.0,1.0,16.0,5.0,3.0,0,0,0,43.0
1836.0,1,2.1,1,5.6,1,30.0,0.2,184.0,7.0,15.0,276.0,1230.0,3.0,7.0,3.0,5.0,1,1,0,1.0
557.0,1,1.6,0,5.6,0,24.0,0.5,125.0,3.0,10.4,1131.0,1315.0,1.0,12.0,8.0,3.0,1,0,1,11.0
539.0,1,0.6,1,9.0,0,21.0,0.1,145.0,7.0,14.0,551.0,599.0,3.0,14.0,5.0,9.0,0,0,0,25.0
880.0,0,0.5,1,1.0,0,44.0,0.5,172.0,8.0,15.0,436.0,1302.0,3.0,8.0,7.0,6.0,0,1,1,2.0
1369.0,1,1.8,1,6.0,0,34.0,0.5,162.0,1.0,7.0,553.0,727.0,3.0,18.0,4.0,18.0,0,1,1,25.0
1109.0,1,2.7,1,1.0,0,39.0,0.4,98.0,1.0,9.0,1391.0,1787.0,1.0,15.0,10.0,7.0,1,1,1,2.0
843.0,0,1.8,1,5.6,0,16.0,0.1,166.0,5.0,6.0,981.0,1096.0,3.0,12.0,1.0,20.0,1,0,1,12.1
598.0,0,2.3,1,7.0,0,21.0,0.7,196.0,2.0,10.0,680.0,1173.0,3.0,8.0,4.0,7.0,1,0,1,1.0
972.0,1,2.7,1,1.0,0,5.0,1.0,126.0,4.0,2.0,687.0,816.0,3.0,12.0,7.0,19.0,1,0,1,12.1
1944.0,1,0.5,0,5.0,1,36.0,0.1,197.0,6.0,18.0,1060.0,1970.0,2.0,17.0,14.0,13.0,1,1,0,2.0
1225.0,0,0.7,1,5.6,1,2.0,0.6,138.0,7.0,1.0,217.0,1101.0,2.0,12.0,11.0,15.0,1,1,0,47.0
644.0,1,1.3,1,7.0,1,30.0,0.5,114.0,1.0,16.0,1140.0,1654.0,2.0,9.0,6.3,19.0,1,0,1,12.1
1919.0,0,1.5,0,5.0,1,48.0,0.8,150.0,4.0,6.0,304.0,1191.0,1.0,19.0,13.0,12.0,1,0,1,12.1
501.0,0,2.3,0,12.0,1,54.0,0.3,131.0,4.0,19.0,504.0,1089.0,2.0,13.0,12.0,2.0,1,0,1,47.0
1620.0,1,2.2,1,5.6,1,30.0,0.2,185.0,3.0,3.0,832.0,1033.0,2.0,6.0,6.3,18.0,1,0,0,45.0
1227.0,1,1.1,1,5.6,0,34.0,0.2,130.0,3.0,3.0,935.0,1781.0,1.0,7.0,3.0,12.0,0,1,1,2.0
1359.0,1,0.5,1,1.0,1,59.0,0.5,107.0,6.0,3.0,446.0,901.0,1.0,16.0,8.0,4.0,1,1,1,1.0
1914.0,0,0.7,0,1.0,0,35.0,0.6,118.0,8.0,2.0,942.0,1701.0,2.0,17.0,1.0,8.0,1,0,1,12.0
1645.0,1,1.8,0,1.0,0,21.0,0.7,123.0,7.0,2.0,897.0,1308.0,2.0,10.0,8.0,20.0,1,0,0,34.0
1063.0,1,1.1,0,5.6,1,26.0,0.8,101.0,5.0,2.0,1208.0,1232.0,3.0,17.0,16.0,5.0,1,0,1,12.1
946.0,0,2.1,0,5.6,1,19.0,0.2,154.0,8.0,10.4,159.0,630.0,2.0,7.0,4.0,16.0,1,1,0,33.0
1231.0,0,1.2,1,5.0,0,54.0,0.8,185.0,3.0,10.0,632.0,1184.0,1.0,5.0,3.0,6.0,1,1,0,43.0
1397.0,0,2.9,1,13.0,0,9.0,0.5,87.0,6.0,18.0,1308.0,1991.0,3.0,12.0,1.0,11.0,1,1,1,2.0
701.0,1,0.7,0,7.0,0,15.0,0.5,160.0,3.0,11.0,1002.0,1256.0,1.0,6.0,3.0,17.0,1,1,1,12.1
570.0,1,0.5,1,2.0,0,9.0,0.3,111.0,7.0,5.0,1331.0,1917.0,3.0,14.0,10.0,14.0,0,0,0,1.0
1993.0,1,0.5,0,10.0,1,32.3,0.3,147.0,8.0,11.0,150.0,510.0,2.0,14.0,6.3,9.0,1,0,0,1.0
955.0,0,0.5,1,4.0,0,44.0,0.9,143.0,5.0,8.0,1248.0,1511.0,1.0,12.0,9.0,9.0,1,1,1,6.0
924.0,0,0.5,1,5.6,1,47.0,0.3,167.0,8.0,6.0,108.0,1813.0,1.0,17.0,15.0,12.0,1,0,0,49.0
600.0,0,0.5,0,5.6,0,14.0,0.8,112.0,5.0,2.0,320.0,747.0,1.0,18.0,6.3,9.0,0,0,0,1.0
518.0,0,0.8,1,5.6,0,3.0,0.1,178.0,7.0,1.0,437.0,1947.0,2.0,5.0,6.3,8.0,1,0,1,2.0
1063.0,1,2.5,0,5.6,1,31.0,0.9,95.0,6.0,10.0,295.0,935.0,2.0,16.0,6.0,5.0,1,1,0,29.0
920.0,1,0.5,0,2.0,0,46.0,0.8,149.0,3.0,3.0,1058.0,1421.0,2.0,6.0,6.3,2.0,0,0,1,1.0
1715.0,0,1.9,0,4.0,1,3.0,0.1,171.0,5.0,6.0,79.0,1652.0,2.0,7.0,4.0,13.0,1,0,0,12.0
1841.0,1,1.3,1,6.0,0,14.0,0.6,167.0,8.0,8.0,593.0,672.0,2.0,7.0,1.0,18.0,0,0,1,47.0
543.0,1,0.5,1,4.0,1,60.0,0.7,132.0,5.0,7.0,693.0,1031.0,2.0,14.0,6.3,5.0,1,1,0,35.0
1762.0,1,2.7,1,13.0,1,25.0,0.9,189.0,1.0,14.0,300.0,527.0,1.0,14.0,10.0,20.0,1,1,1,12.1
1112.0,1,0.5,1,1.0,0,54.0,0.6,121.0,4.0,16.0,234.0,739.0,3.0,7.0,3.0,20.0,1,1,0,1.0
709.0,1,2.0,1,5.6,0,35.0,0.1,136.0,1.0,10.4,1545.0,1596.0,1.0,12.0,9.0,16.0,0,1,1,2.0
1315.0,1,2.6,0,7.0,0,32.3,0.8,128.0,7.0,16.0,59.0,575.0,3.0,6.0,3.0,13.0,0,0,0,2.0
1762.0,1,2.5,0,10.0,1,15.0,0.3,107.0,8.0,11.0,1103.0,1364.0,2.0,8.0,3.0,11.0,1,1,0,2.0
1462.0,1,1.7,1,1.0,0,32.3,0.2,182.0,7.0,18.0,91.0,1478.0,2.0,15.0,5.0,13.0,1,0,1,2.0
571.0,0,1.6,1,8.0,0,35.0,0.2,186.0,7.0,20.0,177.0,1282.0,2.0,13.0,5.0,8.0,1,1,0,4.0
666.0,1,0.5,1,7.0,1,54.0,0.4,81.0,3.0,13.0,58.0,1353.0,1.0,15.0,9.0,9.0,1,1,1,12.1
1994.0,0,1.5,1,2.0,1,7.0,0.5,146.0,8.0,7.0,447.0,1435.0,3.0,7.0,6.3,20.0,1,0,1,2.0
1583.0,1,2.1,1,11.0,0,14.0,0.7,148.0,7.0,16.0,942.0,1651.0,1.0,17.0,13.0,2.0,1,0,1,48.0
1778.0,0,1.4,1,3.0,1,32.3,1.0,132.0,4.0,17.0,88.0,516.0,1.0,15.0,13.0,9.0,1,1,0,2.0
1926.0,1,1.1,0,13.0,1,32.3,0.2,179.0,6.0,17.0,371.0,1000.0,3.0,17.0,12.0,17.0,1,1,0,1.0
966.0,1,0.6,0,9.0,1,51.0,0.2,117.0,4.0,10.0,1446.0,1754.0,2.0,10.0,1.0,5.0,1,0,1,21.0
568.0,0,2.0,0,1.0,0,36.0,0.3,179.0,3.0,4.0,181.0,1703.0,2.0,17.0,9.0,9.0,1,0,0,2.0
1897.0,0,3.0,0,1.0,1,21.0,0.5,192.0,8.0,2.0,1311.0,1935.0,2.0,17.0,6.0,3.0,1,1,1,34.0
1695.0,0,0.5,1,6.0,1,47.0,0.7,200.0,3.0,9.0,1791.0,1898.0,2.0,16.0,13.0,15.0,1,1,1,31.0
1623.0,1,1.2,0,6.0,1,62.0,0.9,120.0,7.0,12.0,1568.0,1832.0,1.0,12.0,10.0,17.0,1,1,0,40.0
914.0,1,0.5,0,5.6,1,26.0,0.7,147.0,4.0,10.4,706.0,721.0,1.0,12.0,9.0,2.0,1,1,1,47.0
1721.0,1,0.5,1,4.0,1,33.0,0.5,128.0,4.0,5.0,871.0,1048.0,2.0,19.0,2.0,5.0,1,1,1,27.0
890.0,1,2.2,1,4.0,0,32.3,0.5,198.0,8.0,13.0,1074.0,1873.0,2.0,7.0,3.0,3.0,0,0,0,34.0
600.0,0,0.5,0,1.0,0,49.0,0.8,191.0,3.0,7.0,501.0,1465.0,3.0,12.0,7.0,8.0,1,0,0,17.0
1677.0,0,1.8,1,4.0,0,11.0,0.7,124.0,6.0,8.0,271.0,1477.0,3.0,15.0,6.0,12.0,1,0,0,1.0
723.0,0,0.5,0,5.6,1,3.0,0.2,168.0,4.0,3.0,920.0,1748.0,1.0,15.0,3.0,16.0,1,0,0,12.1
638.0,0,1.7,1,11.0,0,27.0,0.5,102.0,4.0,17.0,1171.0,1383.0,2.0,7.0,2.0,9.0,1,1,0,1.0
852.0,0,1.0,1,4.0,1,62.0,0.7,104.0,7.0,13.0,293.0,1159.0,2.0,17.0,4.0,7.0,1,1,0,1.0
1979.0,1,1.6,1,5.6,0,32.0,0.2,165.0,7.0,1.0,833.0,1630.0,2.0,13.0,6.0,14.0,0,1,0,1.0
710.0,1,0.5,0,6.0,0,32.0,0.8,151.0,5.0,9.0,485.0,857.0,1.0,12.0,11.0,18.0,0,1,0,57.0
1034.0,0,2.6,1,2.0,1,46.0,0.3,190.0,3.0,4.0,182.0,1293.0,2.0,15.0,1.0,7.0,1,0,0,39.0
600.0,0,2.5,1,8.0,1,32.3,0.1,145.0,1.0,11.0,207.0,1162.0,3.0,19.0,1.0,5.0,1,0,0,1.0
1027.0,0,0.5,0,2.0,1,64.0,0.9,103.0,2.0,7.0,1698.0,1747.0,3.0,17.0,12.0,12.0,1,0,0,12.1
1260.0,0,0.6,0,5.0,1,13.0,1.0,106.0,6.0,6.0,165.0,736.0,2.0,13.0,1.0,8.0,1,1,0,1.0
1793.0,0,1.8,1,10.0,0,12.0,0.5,169.0,6.0,17.0,1086.0,1418.0,3.0,16.0,14.0,15.0,1,1,1,2.0
675.0,0,2.3,0,10.0,0,61.0,0.9,144.0,5.0,15.0,192.0,757.0,1.0,7.0,6.3,13.0,1,0,1,5.0
658.0,1,2.7,0,5.6,1,12.0,0.9,103.0,7.0,3.0,1156.0,1750.0,3.0,14.0,11.0,20.0,1,0,0,2.0
1694.0,1,0.6,0,5.6,1,34.0,0.3,102.0,7.0,7.0,377.0,549.0,2.0,17.0,5.0,2.0,1,1,0,36.0
804.0,1,0.8,1,12.0,1,41.0,0.9,89.0,1.0,13.0,709.0,818.0,2.0,11.0,5.0,11.0,1,0,0,1.0
1713.0,0,2.5,1,1.0,0,32.3,0.9,127.0,7.0,3.0,729.0,974.0,2.0,13.0,10.0,20.0,1,0,1,2.0
706.0,0,0.5,0,13.0,1,31.0,0.1,108.0,3.0,19.0,543.0,938.0,2.0,8.0,7.0,4.0,1,0,1,1.0
1362.0,0,0.5,0,3.0,0,25.0,0.8,131.0,7.0,9.0,553.0,1505.0,2.0,7.0,6.0,18.0,0,1,1,5.0
1527.0,0,2.7,0,10.0,1,61.0,0.1,154.0,5.0,14.0,526.0,1116.0,2.0,5.0,3.0,11.0,1,1,1,37.0
768.0,0,0.5,1,5.6,0,19.0,0.9,159.0,2.0,1.0,637.0,991.0,1.0,19.0,1.0,7.0,0,0,1,1.0
1314.0,0,2.9,1,8.0,1,41.0,0.1,155.0,4.0,12.0,113.0,577.0,2.0,10.0,4.0,4.0,1,1,1,1.0
705.0,1,0.5,0,5.0,1,58.0,0.9,155.0,6.0,9.0,1114.0,1374.0,1.0,15.0,11.0,18.0,1,1,1,8.0
1403.0,0,2.7,0,2.0,1,32.3,0.1,164.0,5.0,3.0,461.0,1251.0,3.0,13.0,9.0,9.0,1,0,1,1.0
1486.0,0,2.6,0,7.0,0,32.3,0.1,85.0,4.0,15.0,1430.0,1747.0,2.0,13.0,1.0,15.0,0,1,0,12.1
781.0,0,1.1,0,2.0,0,38.0,0.4,198.0,5.0,7.0,304.0,1674.0,3.0,13.0,8.0,5.0,0,0,1,12.1
986.0,1,1.5,0,1.0,1,23.0,0.8,183.0,8.0,3.0,471.0,800.0,2.0,16.0,9.0,19.0,1,0,0,11.0
1310.0,0,1.4,0,5.6,0,33.0,0.4,105.0,1.0,14.0,806.0,1016.0,1.0,13.0,12.0,19.0,0,0,1,1.0
560.0,1,2.0,1,6.0,1,57.0,0.3,81.0,3.0,12.0,80.0,1327.0,2.0,11.0,10.0,7.0,1,0,1,40.0
1348.0,0,1.3,0,5.6,0,43.0,0.4,116.0,5.0,6.0,204.0,501.0,3.0,10.0,3.0,8.0,1,0,1,2.0
1567.0,0,0.5,1,3.0,0,22.0,0.5,119.0,6.0,6.0,545.0,1621.0,2.0,9.0,1.0,18.0,1,0,0,1.0
1940.0,1,0.9,1,4.0,0,32.3,0.7,93.0,5.0,7.0,112.0,858.0,2.0,14.0,6.0,8.0,0,1,0,1.0
1979.0,1,2.9,1,5.6,1,19.0,1.0,176.0,3.0,9.0,1331.0,1532.0,2.0,8.0,2.0,2.0,1,1,1,1.0
561.0,1,2.1,1,7.0,1,2.0,0.1,193.0,3.0,13.0,1055.0,1294.0,2.0,10.0,6.3,4.0,1,1,0,25.0
1717.0,1,1.3,0,1.0,0,62.0,0.7,130.0,1.0,3.0,609.0,810.0,3.0,6.0,4.0,5.0,0,1,0,1.0
535.0,0,1.5,0,1.0,1,48.0,0.7,113.0,1.0,4.0,290.0,811.0,2.0,11.0,10.0,18.0,1,1,0,2.0
1413.0,0,0.5,1,4.0,1,39.0,0.1,185.0,5.0,12.0,1039.0,1318.0,3.0,19.0,16.0,4.0,1,0,0,2.0
1358.0,0,2.5,1,5.6,0,20.0,0.6,135.0,7.0,10.4,1485.0,1655.0,3.0,5.0,1.0,11.0,0,0,1,2.0
1519.0,0,2.9,0,2.0,0,30.0,0.7,112.0,7.0,8.0,1122.0,1702.0,2.0,9.0,5.0,10.0,1,1,1,1.0
1254.0,0,1.2,1,2.0,0,50.0,0.7,108.0,5.0,6.0,462.0,1013.0,3.0,10.0,4.0,17.0,1,1,0,2.0
1591.0,1,2.2,0,3.0,1,49.0,0.4,154.0,6.0,7.0,1384.0,1883.0,3.0,17.0,6.0,20.0,1,1,0,2.0
977.0,1,2.8,1,2.0,0,35.0,0.6,165.0,2.0,15.0,1502.0,1862.0,3.0,19.0,3.0,10.0,0,1,1,3.0
1640.0,1,0.7,0,10.0,1,32.3,0.8,169.0,7.0,14.0,589.0,1301.0,2.0,16.0,3.0,5.0,1,1,0,1.0
663.0,0,0.8,1,5.6,0,32.3,0.6,183.0,2.0,1.0,82.0,1605.0,3.0,6.0,2.0,2.0,1,0,1,2.0
1744.0,1,1.0,0,1.0,1,20.0,0.5,112.0,8.0,3.0,68.0,718.0,1.0,18.0,7.0,14.0,1,0,0,1.0
1624.0,0,1.6,1,8.0,0,28.0,0.4,150.0,2.0,10.0,689.0,699.0,2.0,16.0,11.0,2.0,1,0,0,2.0
1108.0,1,1.3,1,14.0,1,2.0,0.3,169.0,7.0,20.0,208.0,1742.0,1.0,5.0,3.0,4.0,1,1,0,17.0
1188.0,1,1.4,1,5.6,1,9.0,0.6,114.0,2.0,10.4,1339.0,1558.0,2.0,12.0,11.0,16.0,1,0,1,35.0
817.0,0,1.3,0,5.6,0,32.3,0.5,144.0,3.0,11.0,722.0,766.0,2.0,11.0,6.0,19.0,0,1,0,12.1
863.0,0,1.6,1,5.0,1,6.0,0.7,133.0,4.0,13.0,717.0,1799.0,2.0,10.0,2.0,18.0,1,0,1,1.0
1397.0,0,2.4,1,5.0,1,3.0,0.2,121.0,3.0,15.0,433.0,1658.0,1.0,18.0,15.0,4.0,1,1,1,2.0
1108.0,0,1.0,0,3.0,0,49.0,0.7,140.0,5.0,12.0,1298.0,1666.0,3.0,12.0,6.3,16.0,1,0,0,12.1
1068.0,0,2.0,1,1.0,1,37.0,0.9,184.0,7.0,13.0,186.0,1998.0,1.0,5.0,4.0,7.0,1,0,0,1.0
1702.0,1,2.3,0,12.0,1,52.0,0.5,145.0,2.0,15.0,1397.0,1491.0,2.0,16.0,12.0,4.0,1,0,0,23.0
808.0,0,0.5,1,5.6,0,8.0,0.1,192.0,4.0,1.0,618.0,1891.0,3.0,15.0,9.0,12.0,1,0,1,22.0
1156.0,0,0.5,0,6.0,0,62.0,0.1,89.0,7.0,9.0,1214.0,1262.0,1.0,16.0,6.0,13.0,0,1,1,2.0
1271.0,0,0.5,1,2.0,0,55.0,0.1,159.0,8.0,3.0,613.0,650.0,2.0,14.0,11.0,6.0,0,1,1,12.1
696.0,0,0.5,0,6.0,0,32.3,0.3,197.0,3.0,8.0,649.0,907.0,2.0,18.0,8.0,9.0,0,0,1,1.0
1981.0,1,1.9,1,13.0,0,45.0,0.3,175.0,6.0,18.0,193.0,1234.0,1.0,10.0,1.0,13.0,0,1,0,4.0
614.0,0,1.7,1,5.6,1,58.0,0.2,128.0,7.0,2.0,22.0,519.0,3.0,15.0,6.0,11.0,1,1,1,1.0
1590.0,0,0.6,1,5.6,0,32.3,0.3,122.0,3.0,17.0,1464.0,1595.0,1.0,12.0,3.0,18.0,1,1,1,2.0
1945.0,0,1.6,0,4.0,0,21.0,0.7,113.0,3.0,10.0,280.0,895.0,3.0,6.0,1.0,15.0,0,0,0,12.1
1135.0,1,2.8,1,9.0,0,43.0,0.4,158.0,1.0,11.0,690.0,1589.0,3.0,18.0,13.0,6.0,1,0,0,2.0
1049.0,0,0.6,1,8.0,1,2.0,0.3,172.0,6.0,10.0,39.0,1564.0,2.0,10.0,7.0,6.0,1,0,0,12.1
1807.0,1,2.1,0,2.0,0,32.3,0.8,125.0,1.0,10.0,337.0,1384.0,1.0,17.0,13.0,13.0,0,1,1,12.1
984.0,1,0.5,0,13.0,1,43.0,0.8,98.0,7.0,17.0,1036.0,1611.0,2.0,16.0,8.0,13.0,1,1,0,12.1
720.0,1,1.4,1,5.6,1,32.3,0.6,96.0,7.0,8.0,1347.0,1733.0,2.0,5.0,3.0,15.0,1,0,1,23.0
1536.0,0,0.8,0,12.0,0,13.0,0.3,105.0,7.0,20.0,22.0,1634.0,2.0,6.0,6.3,16.0,1,1,0,2.0
771.0,1,0.5,0,3.0,0,25.0,1.0,86.0,4.0,6.0,327.0,922.0,2.0,12.0,1.0,20.0,0,1,0,1.0
503.0,0,2.5,0,3.0,0,57.0,0.6,185.0,6.0,11.0,778.0,1291.0,2.0,11.0,8.0,16.0,0,0,1,49.0
675.0,0,2.4,0,1.0,0,32.3,0.6,187.0,7.0,2.0,482.0,874.0,2.0,9.0,5.0,13.0,1,1,0,2.0
1936.0,1,1.9,1,13.0,1,34.0,0.2,182.0,7.0,14.0,591.0,1089.0,1.0,6.0,1.0,9.0,1,0,1,1.0
1303.0,0,1.0,1,5.6,1,15.0,0.1,138.0,3.0,10.0,229.0,1604.0,2.0,12.0,4.0,14.0,1,1,1,12.1
1004.0,1,2.9,1,5.6,0,35.0,0.2,141.0,6.0,9.0,901.0,1162.0,3.0,17.0,8.0,18.0,0,1,1,2.0
1972.0,0,1.2,1,5.6,0,37.0,0.7,102.0,2.0,1.0,715.0,1648.0,2.0,16.0,6.3,17.0,0,0,0,1.0
1822.0,0,1.2,0,5.6,0,32.3,0.2,195.0,6.0,10.4,172.0,910.0,2.0,9.0,5.0,8.0,1,1,0,1.0
1159.0,1,2.8,0,5.0,1,18.0,0.5,83.0,1.0,7.0,681.0,723.0,2.0,8.0,1.0,3.0,1,1,0,2.0
1782.0,1,2.8,1,6.0,1,32.3,0.8,157.0,1.0,13.0,867.0,999.0,2.0,15.0,6.3,16.0,1,0,1,12.1
894.0,0,2.1,1,16.0,0,16.0,0.7,168.0,8.0,20.0,286.0,1300.0,3.0,5.0,1.0,6.0,1,1,1,40.0
1884.0,0,2.1,1,7.0,1,44.0,0.8,185.0,1.0,18.0,451.0,819.0,3.0,14.0,8.0,7.0,1,1,1,1.0
1648.0,1,0.5,0,1.0,1,17.0,0.9,142.0,2.0,3.0,1119.0,1238.0,1.0,6.0,2.0,2.0,1,0,1,1.0
798.0,0,2.4,0,5.0,0,4.0,0.2,96.0,3.0,9.0,526.0,643.0,2.0,15.0,7.0,14.0,1,1,0,1.0
802.0,1,2.4,1,1.0,0,45.0,0.8,157.0,3.0,9.0,1299.0,1633.0,3.0,8.0,3.0,8.0,0,0,0,14.0
1276.0,1,2.9,1,2.0,0,53.0,0.3,130.0,2.0,3.0,217.0,735.0,3.0,19.0,10.0,8.0,1,1,1,12.1
1331.0,1,1.6,0,5.6,0,16.0,0.5,165.0,2.0,7.0,1109.0,1226.0,1.0,13.0,5.0,20.0,1,0,1,2.0
